date,batter,pitcher,game,arch,hit_hr,pit_hr,park,wx,supp,pa_hr,hr_prob,fair,Batter,Pitcher,slot,pos,gtime,gstart_ms,upcoming,proj
2026-07-22,805779,518876,ATH@AZ,Inside Breaking Ball Specialist,2.812,4.391,1.0,1.0,1.12,4.47,17.1,485,jacob wilson,merrill kelly,,,,,,
2026-07-22,669394,641743,CWS@TEX,Middle Fastball Crusher,4.03,3.079,1.006,1.0,1.109,4.476,17.1,484,jake burger,anthony kay,,,,,,
2026-07-22,807799,665152,BAL@BOS,Middle Fastball Crusher (LH),2.309,5.371,1.044,0.991,1.069,4.432,17.0,490,masataka yoshida,dean kremer,,,,,,
2026-07-22,668227,663903,CIN@SEA,Oppo Fastball Hunter,2.819,4.429,1.0,1.0,1.096,4.424,16.9,491,randy arozarena,brady singer,,,,,,
2026-07-22,663993,676106,CIN@SEA,Oppo Fastball Hunter (LH),4.401,3.076,1.0,1.0,1.011,4.425,16.9,490,nathaniel lowe,emerson hancock,,,,,,
2026-07-22,656811,543037,PIT@NYY,Oppo Fastball Hunter (LH),4.133,3.59,1.011,0.982,0.919,4.374,16.8,497,ryan o'hearn,gerrit cole,,,,,,
2026-07-22,678882,665152,BAL@BOS,Middle Slider Crusher,2.301,5.371,1.037,0.991,1.069,4.387,16.8,495,ceddanne rafaela,dean kremer,,,,,,
2026-07-22,543807,643377,TB@TOR,Middle Fastball Crusher,3.197,3.81,1.009,1.0,1.107,4.399,16.8,494,george springer,griffin jax,,,,,,
2026-07-22,682829,676106,CIN@SEA,Middle Fastball Crusher,4.288,3.076,1.002,1.0,1.011,4.32,16.6,504,elly de la cruz,emerson hancock,,,,,,
2026-07-22,701398,676106,CIN@SEA,Middle Fastball Crusher,4.257,3.076,1.002,1.0,1.011,4.289,16.4,508,sal stewart,emerson hancock,,,,,,
2026-07-22,665862,656605,PIT@NYY,Middle Fastball Crusher (LH),4.007,2.975,1.011,0.982,1.114,4.263,16.4,511,jazz chisholm,mitch keller,,,,,,
2026-07-22,665052,663567,MIA@HOU,Middle Fastball Crusher (LH),4.74,2.957,1.004,1.0,0.9,4.093,15.7,535,griffin conine,peter lambert,,,,,,
2026-07-22,682985,607067,DET@CHC,Oppo Fastball Hunter (LH),3.459,3.323,0.978,1.005,1.118,4.082,15.7,537,riley greene,colin rea,,,,,,
2026-07-22,668715,676106,CIN@SEA,Middle Slider Crusher,3.991,3.076,1.002,1.0,1.011,4.021,15.5,546,spencer steer,emerson hancock,,,,,,
2026-07-22,686948,650633,SD@ATL,Oppo Fastball Hunter (LH),4.69,2.539,1.0,1.0,1.042,4.01,15.4,547,drake baldwin,mike king,,,,,,
2026-07-22,671218,607625,SF@KC,Inside Breaking Ball Specialist,3.418,3.148,1.0,1.0,1.12,3.895,15.0,565,heliot ramos,seth lugo,,,,,,
2026-07-22,680779,543037,PIT@NYY,Inside Breaking Ball Specialist,3.672,3.59,1.014,0.982,0.919,3.898,15.0,565,henry davis,gerrit cole,,,,,,
2026-07-22,666160,676917,WSH@COL,Inside Breaking Ball Specialist (LH),5.431,2.259,0.956,1.007,0.991,3.782,14.6,584,mickey moniak,cade cavalli,,,,,,
2026-07-22,671739,650633,SD@ATL,Middle Fastball Crusher (LH),4.351,2.539,1.009,1.0,1.042,3.754,14.5,589,michael harris,mike king,,,,,,
2026-07-22,700932,641927,MIN@CLE,Middle Slider Crusher (LH),3.103,3.738,1.006,0.983,1.005,3.727,14.4,593,kyle manzardo,bailey ober,,,,,,
2026-07-22,691023,672282,STL@LAA,Middle Fastball Crusher,4.779,2.667,1.003,1.002,0.9,3.726,14.4,594,jordan walker,reid detmers,,,,,,
2026-07-22,572233,645261,MIA@HOU,Middle Slider Crusher,4.474,2.593,1.034,1.0,0.938,3.638,14.1,609,christian walker,sandy alcántara,,,,,,
2026-07-22,694192,681035,NYM@MIL,Middle Fastball Crusher,3.923,2.889,0.99,1.0,0.989,3.586,13.9,619,jackson chourio,christian scott,,,,,,
2026-07-22,663757,656605,PIT@NYY,Oppo Fastball Hunter (LH),3.382,2.975,1.011,0.982,1.114,3.598,13.9,617,trent grisham,mitch keller,,,,,,
2026-07-22,668904,677944,MIN@CLE,Middle Fastball Crusher,3.498,3.042,1.015,0.983,1.037,3.558,13.8,624,royce lewis,slade cecconi,,,,,,
2026-07-22,686797,677944,MIN@CLE,Middle Fastball Crusher,3.466,3.042,1.015,0.983,1.037,3.525,13.7,631,brooks lee,slade cecconi,,,,,,
2026-07-22,657136,665152,BAL@BOS,Oppo Fastball Hunter,1.792,5.371,1.044,0.991,1.069,3.44,13.4,648,connor wong,dean kremer,,,,,,
2026-07-22,690993,607067,DET@CHC,Middle Fastball Crusher (LH),2.907,3.323,0.976,1.005,1.118,3.423,13.3,651,colt keith,colin rea,,,,,,
2026-07-22,676609,656605,PIT@NYY,Middle Fastball Crusher,3.219,2.975,0.998,0.982,1.114,3.38,13.2,660,josé caballero,mitch keller,,,,,,
2026-07-22,672386,643377,TB@TOR,Oppo Fastball Hunter,2.473,3.81,1.004,1.0,1.107,3.386,13.2,659,alejandro kirk,griffin jax,,,,,,
2026-07-22,664770,643377,TB@TOR,Oppo Fastball Hunter (LH),2.454,3.81,1.009,1.0,1.107,3.377,13.1,661,nathan lukes,griffin jax,,,,,,
2026-07-22,691176,656605,PIT@NYY,Middle Fastball Crusher (LH),3.146,2.975,1.011,0.982,1.114,3.347,13.0,668,jasson domínguez,mitch keller,,,,,,
2026-07-22,668804,543037,PIT@NYY,Middle Fastball Crusher,3.169,3.59,0.998,0.982,0.919,3.311,12.9,676,bryan reynolds,gerrit cole,,,,,,
2026-07-22,662139,643377,TB@TOR,Oppo Fastball Hunter (LH),2.397,3.81,1.009,1.0,1.107,3.298,12.8,678,daulton varsho,griffin jax,,,,,,
2026-07-22,665926,643377,TB@TOR,Middle Slider Crusher (LH),2.402,3.81,1.004,1.0,1.107,3.289,12.8,681,andrés giménez,griffin jax,,,,,,
2026-07-22,677649,641743,CWS@TEX,Middle Fastball Crusher,2.943,3.079,1.006,1.0,1.109,3.268,12.7,685,ezequiel duran,anthony kay,,,,,,
2026-07-22,665862,696149,PIT@NYY,Middle Fastball Crusher (LH),4.007,2.564,1.011,0.982,0.991,3.269,12.7,685,jazz chisholm,bubba chandler,,,,,,
2026-07-22,605137,677944,MIN@CLE,Middle Fastball Crusher (LH),3.239,3.042,1.006,0.983,1.037,3.265,12.7,686,josh bell,slade cecconi,,,,,,
2026-07-22,701538,527048,SD@ATL,Middle Fastball Crusher (LH),3.112,3.031,1.009,1.0,1.041,3.201,12.5,701,jackson merrill,martín pérez,,,,,,
2026-07-22,656775,680755,TB@TOR,Middle Slider Crusher (LH),3.423,3.04,1.004,1.0,0.945,3.191,12.4,703,cedric mullins,braydon fisher,,,,,,
2026-07-22,695657,641302,CWS@TEX,Oppo Fastball Hunter (LH),5.34,2.013,1.005,1.0,0.9,3.142,12.3,715,colson montgomery,tyler alexander,,,,,,
2026-07-22,682626,701656,NYM@MIL,Oppo Fastball Hunter,4.042,2.739,0.982,1.0,0.9,3.162,12.3,710,francisco álvarez,logan henderson,,,,,,
2026-07-22,624424,672456,DET@CHC,Oppo Fastball Hunter (LH),4.384,2.485,0.978,1.005,0.912,3.158,12.3,711,michael conforto,keider montero,,,,,,
2026-07-22,677800,680694,BAL@BOS,Inside Breaking Ball Specialist (LH),3.446,2.755,1.059,0.991,0.956,3.079,12.0,731,wilyer abreu,kyle bradish,,,,,,
2026-07-22,677587,641927,MIN@CLE,Middle Slider Crusher (LH),2.538,3.738,1.006,0.983,1.005,3.048,11.9,739,brayan rocchio,bailey ober,,,,,,
2026-07-22,669065,663567,MIA@HOU,Middle Slider Crusher (LH),3.515,2.957,1.004,1.0,0.9,3.036,11.9,742,kyle stowers,peter lambert,,,,,,
2026-07-22,663656,605400,LAD@PHI,Middle Fastball Crusher (LH),2.068,4.584,1.006,0.991,0.997,3.046,11.9,740,kyle tucker,aaron nola,,,,,,
2026-07-22,650490,680755,TB@TOR,Oppo Fastball Hunter,3.262,3.04,1.004,1.0,0.945,3.04,11.9,741,yandy díaz,braydon fisher,,,,,,
2026-07-22,663886,676106,CIN@SEA,Middle Fastball Crusher,3.011,3.076,1.002,1.0,1.011,3.033,11.9,743,tyler stephenson,emerson hancock,,,,,,
2026-07-22,669224,656605,PIT@NYY,Oppo Fastball Hunter (LH),2.799,2.975,1.011,0.982,1.114,2.978,11.7,758,austin wells,mitch keller,,,,,,
2026-07-22,682177,641927,MIN@CLE,Middle Fastball Crusher (LH),2.491,3.738,1.006,0.983,1.005,2.992,11.7,754,daniel schneemann,bailey ober,,,,,,
2026-07-22,641355,656605,PIT@NYY,Middle Slider Crusher (LH),2.755,2.975,1.011,0.982,1.114,2.931,11.5,771,cody bellinger,mitch keller,,,,,,
2026-07-22,681546,607067,DET@CHC,Middle Slider Crusher (LH),2.459,3.323,0.976,1.005,1.118,2.896,11.4,781,james outman,colin rea,,,,,,
2026-07-22,664023,672456,DET@CHC,Middle Fastball Crusher,4.014,2.485,0.978,1.005,0.912,2.891,11.3,782,ian happ,keider montero,,,,,,
2026-07-22,624413,687562,BAL@BOS,Oppo Fastball Hunter,4.421,2.165,1.044,0.991,0.9,2.881,11.3,785,pete alonso,jake bennett,,,,,,
2026-07-22,621020,672456,DET@CHC,Middle Fastball Crusher,3.958,2.485,0.978,1.005,0.912,2.851,11.2,794,dansby swanson,keider montero,,,,,,
2026-07-22,691723,687562,BAL@BOS,Middle Fastball Crusher,4.421,2.165,1.037,0.991,0.9,2.861,11.2,791,coby mayo,jake bennett,,,,,,
2026-07-22,672275,641927,MIN@CLE,Inside Breaking Ball Specialist (LH),2.381,3.738,1.008,0.983,1.005,2.866,11.2,790,patrick bailey,bailey ober,,,,,,
2026-07-22,645277,650633,SD@ATL,Middle Fastball Crusher,3.378,2.539,0.991,1.0,1.042,2.862,11.2,791,ozzie albies,mike king,,,,,,
2026-07-22,668930,681035,NYM@MIL,Inside Breaking Ball Specialist (LH),3.18,2.889,0.97,1.0,0.989,2.848,11.2,795,brice turang,christian scott,,,,,,
2026-07-22,680776,680694,BAL@BOS,Middle Fastball Crusher (LH),3.22,2.755,1.044,0.991,0.956,2.837,11.1,799,jarren duran,kyle bradish,,,,,,
2026-07-22,606466,695611,ATH@AZ,Inside Breaking Ball Specialist,3.962,2.317,1.0,1.0,0.951,2.822,11.1,803,ketel marte,gage jump,,,,,,
2026-07-22,663757,696149,PIT@NYY,Oppo Fastball Hunter (LH),3.382,2.564,1.011,0.982,0.991,2.759,10.8,823,trent grisham,bubba chandler,,,,,,
2026-07-22,665161,645261,MIA@HOU,Middle Fastball Crusher,3.337,2.593,1.034,1.0,0.938,2.713,10.7,838,jeremy peña,sandy alcántara,,,,,,
2026-07-22,605170,677944,MIN@CLE,Middle Slider Crusher (LH),2.678,3.042,1.006,0.983,1.037,2.7,10.6,842,víctor caratini,slade cecconi,,,,,,
2026-07-22,678246,641302,CWS@TEX,Middle Fastball Crusher,4.485,2.013,1.006,1.0,0.9,2.642,10.4,862,miguel vargas,tyler alexander,,,,,,
2026-07-22,702332,680694,BAL@BOS,Middle Fastball Crusher,2.994,2.755,1.037,0.991,0.956,2.62,10.3,870,caleb durbin,kyle bradish,,,,,,
2026-07-22,663586,650633,SD@ATL,High Zone Fastball Hitter,2.993,2.539,1.004,1.0,1.042,2.569,10.1,888,austin riley,mike king,,,,,,
2026-07-22,655316,680694,BAL@BOS,Middle Slider Crusher,2.934,2.755,1.037,0.991,0.956,2.567,10.1,889,andruw monasterio,kyle bradish,,,,,,
2026-07-22,691176,696149,PIT@NYY,Middle Fastball Crusher (LH),3.146,2.564,1.011,0.982,0.991,2.566,10.1,889,jasson domínguez,bubba chandler,,,,,,
2026-07-22,593428,527048,SD@ATL,Middle Fastball Crusher,2.512,3.031,0.991,1.0,1.041,2.538,10.0,900,xander bogaerts,martín pérez,,,,,,
2026-07-22,673237,645261,MIA@HOU,Oppo Fastball Hunter,3.164,2.593,1.004,1.0,0.938,2.498,9.9,915,yainer diaz,sandy alcántara,,,,,,
2026-07-22,667472,676106,CIN@SEA,Middle Slider Crusher,2.486,3.076,1.002,1.0,1.011,2.505,9.9,912,dane myers,emerson hancock,,,,,,
2026-07-22,665489,643377,TB@TOR,Oppo Fastball Hunter,1.84,3.81,1.004,1.0,1.107,2.519,9.9,907,vladimir guerrero,griffin jax,,,,,,
2026-07-22,661388,681035,NYM@MIL,Middle Fastball Crusher,2.617,2.889,0.99,1.0,0.989,2.392,9.5,958,william contreras,christian scott,,,,,,
2026-07-22,682998,695611,ATH@AZ,Oppo Fastball Hunter (LH),3.311,2.317,1.0,1.0,0.951,2.358,9.3,973,corbin carroll,gage jump,,,,,,
2026-07-22,683002,687562,BAL@BOS,Middle Slider Crusher (LH),3.577,2.165,1.044,0.991,0.9,2.331,9.2,985,gunnar henderson,jake bennett,,,,,,
2026-07-22,656716,607067,DET@CHC,Inside Breaking Ball Specialist (LH),2.009,3.323,0.958,1.005,1.118,2.322,9.2,989,zach mckinstry,colin rea,,,,,,
2026-07-22,694374,695611,ATH@AZ,Inside Breaking Ball Specialist,3.268,2.317,1.0,1.0,0.951,2.328,9.2,986,tim tawa,gage jump,,,,,,
2026-07-22,643289,650633,SD@ATL,Oppo Fastball Hunter,2.673,2.539,1.009,1.0,1.042,2.306,9.1,996,mauricio dubón,mike king,,,,,,
2026-07-22,630105,527048,SD@ATL,Oppo Fastball Hunter (LH),2.238,3.031,1.0,1.0,1.041,2.282,9.0,1008,jake cronenworth,martín pérez,,,,,,
2026-07-22,543877,645261,MIA@HOU,Middle Slider Crusher,2.749,2.593,1.034,1.0,0.938,2.235,8.9,1030,christian vázquez,sandy alcántara,,,,,,
2026-07-22,641355,696149,PIT@NYY,Middle Slider Crusher (LH),2.755,2.564,1.011,0.982,0.991,2.247,8.9,1024,cody bellinger,bubba chandler,,,,,,
2026-07-22,543760,701656,NYM@MIL,Middle Fastball Crusher,2.806,2.739,0.99,1.0,0.9,2.213,8.8,1041,marcus semien,logan henderson,,,,,,
2026-07-22,663647,676106,CIN@SEA,Inside Breaking Ball Specialist,2.181,3.076,1.002,1.0,1.011,2.197,8.7,1049,ke'bryan hayes,emerson hancock,,,,,,
2026-07-22,664983,676917,WSH@COL,Middle Fastball Crusher (LH),3.054,2.259,0.966,1.007,0.991,2.149,8.5,1073,jake mccarthy,cade cavalli,,,,,,
2026-07-22,592885,681035,NYM@MIL,Middle Slider Crusher (LH),2.335,2.889,0.982,1.0,0.989,2.117,8.4,1090,christian yelich,christian scott,,,,,,
2026-07-22,687401,681035,NYM@MIL,Middle Fastball Crusher,2.305,2.889,0.99,1.0,0.989,2.107,8.4,1096,joey ortiz,christian scott,,,,,,
2026-07-22,702616,687562,BAL@BOS,Middle Slider Crusher (LH),3.192,2.165,1.044,0.991,0.9,2.08,8.3,1111,jackson holliday,jake bennett,,,,,,
2026-07-22,695600,694738,SF@KC,Middle Fastball Crusher (LH),3.615,1.987,1.0,1.0,0.904,2.099,8.3,1101,carter jensen,landen roupp,,,,,,
2026-07-22,641933,687562,BAL@BOS,Middle Slider Crusher,3.216,2.165,1.037,0.991,0.9,2.081,8.3,1110,tyler o'neill,jake bennett,,,,,,
2026-07-22,672640,663567,MIA@HOU,Middle Fastball Crusher,2.333,2.957,1.034,1.0,0.9,2.075,8.2,1114,otto lopez,peter lambert,,,,,,
2026-07-22,664040,608331,PIT@NYY,Middle Fastball Crusher (LH),4.611,1.537,1.011,0.982,0.9,2.047,8.1,1130,brandon lowe,max fried,,,,,,
2026-07-22,807799,680694,BAL@BOS,Middle Fastball Crusher (LH),2.309,2.755,1.044,0.991,0.956,2.034,8.1,1138,masataka yoshida,kyle bradish,,,,,,
2026-07-22,678882,680694,BAL@BOS,Middle Slider Crusher,2.301,2.755,1.037,0.991,0.956,2.013,8.0,1150,ceddanne rafaela,kyle bradish,,,,,,
2026-07-22,671056,672282,STL@LAA,Middle Slider Crusher,2.595,2.667,1.003,1.002,0.9,2.023,8.0,1144,iván herrera,reid detmers,,,,,,
2026-07-22,683734,681035,NYM@MIL,Inside Breaking Ball Specialist,2.208,2.889,0.98,1.0,0.989,1.998,7.9,1159,andrew vaughn,christian scott,,,,,,
2026-07-22,665966,680694,BAL@BOS,Middle Slider Crusher,2.238,2.755,1.037,0.991,0.956,1.958,7.8,1184,carlos narváez,kyle bradish,,,,,,
2026-07-22,665877,672282,STL@LAA,Middle Slider Crusher,2.504,2.667,1.003,1.002,0.9,1.952,7.8,1188,josé fermín,reid detmers,,,,,,
2026-07-22,691720,676917,WSH@COL,Middle Fastball Crusher,2.764,2.259,0.963,1.007,0.991,1.939,7.7,1196,kyle karros,cade cavalli,,,,,,
2026-07-22,666182,701656,NYM@MIL,Middle Fastball Crusher,2.466,2.739,0.99,1.0,0.9,1.945,7.7,1192,bo bichette,logan henderson,,,,,,
2026-07-22,650489,676917,WSH@COL,Middle Fastball Crusher,2.728,2.259,0.963,1.007,0.991,1.914,7.6,1213,willi castro,cade cavalli,,,,,,
2026-07-22,643217,641302,CWS@TEX,High Zone Fastball Hitter (LH),3.227,2.013,1.002,1.0,0.9,1.893,7.5,1227,andrew benintendi,tyler alexander,,,,,,
2026-07-22,521692,694738,SF@KC,Middle Fastball Crusher,3.233,1.987,1.0,1.0,0.904,1.877,7.5,1238,salvador pérez,landen roupp,,,,,,
2026-07-22,656811,608331,PIT@NYY,Oppo Fastball Hunter (LH),4.133,1.537,1.011,0.982,0.9,1.835,7.3,1268,ryan o'hearn,max fried,,,,,,
2026-07-22,657041,694738,SF@KC,Oppo Fastball Hunter,3.101,1.987,1.0,1.0,0.904,1.8,7.2,1293,lane thomas,landen roupp,,,,,,
2026-07-22,693304,543037,PIT@NYY,Oppo Fastball Hunter,1.705,3.59,1.011,0.982,0.919,1.804,7.2,1290,nick gonzales,gerrit cole,,,,,,
2026-07-22,593871,701656,NYM@MIL,Middle Fastball Crusher (LH),2.277,2.739,0.982,1.0,0.9,1.782,7.1,1307,jorge polanco,logan henderson,,,,,,
2026-07-22,608348,672456,DET@CHC,Inside Breaking Ball Specialist,2.523,2.485,0.961,1.005,0.912,1.786,7.1,1304,carson kelly,keider montero,,,,,,
2026-07-22,680700,680755,TB@TOR,Oppo Fastball Hunter (LH),1.865,3.04,1.009,1.0,0.945,1.747,7.0,1334,richie palacios,braydon fisher,,,,,,
2026-07-22,669397,645261,MIA@HOU,Middle Fastball Crusher,2.114,2.593,1.034,1.0,0.938,1.719,6.9,1357,nick allen,sandy alcántara,,,,,,
2026-07-22,608324,672456,DET@CHC,Oppo Fastball Hunter,2.385,2.485,0.976,1.005,0.912,1.714,6.8,1361,alex bregman,keider montero,,,,,,
2026-07-22,686681,694738,SF@KC,Inside Breaking Ball Specialist (LH),2.79,1.987,1.0,1.0,0.904,1.62,6.5,1444,michael massey,landen roupp,,,,,,
2026-07-22,807712,677944,MIN@CLE,Oppo Fastball Hunter,1.571,3.042,1.006,0.983,1.037,1.584,6.3,1478,luke keaschall,slade cecconi,,,,,,
2026-07-22,663968,543037,PIT@NYY,Inside Breaking Ball Specialist,1.461,3.59,1.014,0.982,0.919,1.551,6.2,1511,jake mangum,gerrit cole,,,,,,
2026-07-22,691594,663567,MIA@HOU,Middle Fastball Crusher,1.753,2.957,1.034,1.0,0.9,1.559,6.2,1503,javier sanoja,peter lambert,,,,,,
2026-07-22,669364,663567,MIA@HOU,Middle Fastball Crusher (LH),1.766,2.957,1.004,1.0,0.9,1.525,6.1,1538,xavier edwards,peter lambert,,,,,,
2026-07-22,683146,701656,NYM@MIL,Middle Fastball Crusher (LH),1.89,2.739,0.982,1.0,0.9,1.479,5.9,1588,brett baty,logan henderson,,,,,,
2026-07-22,668804,608331,PIT@NYY,Middle Fastball Crusher,3.169,1.537,0.998,0.982,0.9,1.389,5.6,1695,bryan reynolds,max fried,,,,,,
2026-07-22,683011,696149,PIT@NYY,Middle Fastball Crusher,1.66,2.564,0.998,0.982,0.991,1.337,5.4,1763,anthony volpe,bubba chandler,,,,,,
2026-07-22,542303,608331,PIT@NYY,Middle Fastball Crusher,3.091,1.537,0.998,0.982,0.9,1.354,5.4,1739,marcell ozuna,max fried,,,,,,
2026-07-22,686469,694738,SF@KC,Middle Slider Crusher (LH),2.223,1.987,1.0,1.0,0.904,1.29,5.2,1828,vinnie pasquantino,landen roupp,,,,,,
2026-07-22,666397,676917,WSH@COL,Middle Slider Crusher (LH),1.79,2.259,0.966,1.007,0.991,1.26,5.1,1874,edouard julien,cade cavalli,,,,,,
2026-07-22,691026,672282,STL@LAA,Middle Slider Crusher,1.552,2.667,1.003,1.002,0.9,1.21,4.9,1954,masyn winn,reid detmers,,,,,,
2026-07-22,686555,694738,SF@KC,Inside Breaking Ball Specialist,1.923,1.987,1.0,1.0,0.904,1.116,4.5,2123,isaac collins,landen roupp,,,,,,
2026-07-22,516782,694738,SF@KC,Middle Fastball Crusher,1.893,1.987,1.0,1.0,0.904,1.099,4.4,2158,starling marte,landen roupp,,,,,,
2026-07-22,650859,527048,SD@ATL,Middle Slider Crusher,1.083,3.031,0.991,1.0,1.041,1.094,4.4,2167,luis rengifo,martín pérez,,,,,,
2026-07-22,663538,672456,DET@CHC,Middle Fastball Crusher,1.368,2.485,0.978,1.005,0.912,0.985,4.0,2413,nico hoerner,keider montero,,,,,,
2026-07-22,670764,680755,TB@TOR,Middle Fastball Crusher (LH),0.915,3.04,1.004,1.0,0.945,0.853,3.5,2798,taylor walls,braydon fisher,,,,,,
2026-07-22,693304,608331,PIT@NYY,Oppo Fastball Hunter,1.705,1.537,1.011,0.982,0.9,0.757,3.1,3161,nick gonzales,max fried,,,,,,
2026-07-22,669707,608331,PIT@NYY,Middle Slider Crusher,1.366,1.537,0.998,0.982,0.9,0.599,2.4,4013,jared triolo,max fried,,,,,,
2026-07-23,691406,669456,TB@TOR,Oppo Fastball Hunter,5.769,4.511,1.004,1.0,1.12,9.464,33.5,199,junior caminero,shane bieber,,,,,,
2026-07-23,621439,668909,MIN@CLE,Oppo Fastball Hunter,6.214,3.874,1.006,0.983,1.009,7.772,28.2,254,byron buxton,gavin williams,,,,,,
2026-07-23,665019,668909,MIN@CLE,Middle Fastball Crusher (LH),4.561,3.874,1.006,0.983,1.009,5.705,21.4,367,kody clemens,gavin williams,,,,,,
2026-07-23,680777,668909,MIN@CLE,Middle Fastball Crusher,4.353,3.874,1.015,0.983,1.009,5.493,20.7,384,ryan jeffers,gavin williams,,,,,,
2026-07-23,650490,669456,TB@TOR,Oppo Fastball Hunter,3.232,4.511,1.004,1.0,1.12,5.302,20.0,400,yandy díaz,shane bieber,,,,,,
2026-07-23,691023,694297,AZ@STL,Middle Fastball Crusher,4.744,3.128,0.998,0.999,1.001,4.791,18.2,448,jordan walker,brandon pfaadt,,,,,,
2026-07-23,621566,606996,SD@ATL,Middle Fastball Crusher (LH),5.268,2.928,1.009,1.0,0.947,4.765,18.1,451,matt olson,kyle hart,,,,,,
2026-07-23,686797,668909,MIN@CLE,Middle Fastball Crusher,3.626,3.874,1.015,0.983,1.009,4.576,17.5,472,brooks lee,gavin williams,,,,,,
2026-07-23,672960,668984,TB@TOR,Oppo Fastball Hunter,4.907,2.65,1.004,1.0,1.066,4.503,17.2,481,kazuma okamoto,casey legumina,,,,,,
2026-07-23,668904,668909,MIN@CLE,Middle Fastball Crusher,3.453,3.874,1.015,0.983,1.009,4.357,16.7,499,royce lewis,gavin williams,,,,,,
2026-07-23,686948,606996,SD@ATL,Oppo Fastball Hunter (LH),4.639,2.928,1.0,1.0,0.947,4.159,16.0,526,drake baldwin,kyle hart,,,,,,
2026-07-23,605137,668909,MIN@CLE,Middle Fastball Crusher (LH),3.207,3.874,1.006,0.983,1.009,4.011,15.5,547,josh bell,gavin williams,,,,,,
2026-07-23,682998,700241,AZ@STL,Oppo Fastball Hunter (LH),3.471,3.23,0.998,0.999,1.108,4.006,15.4,548,corbin carroll,michael mcgreevy,,,,,,
2026-07-23,671739,606996,SD@ATL,Middle Fastball Crusher (LH),4.308,2.928,1.009,1.0,0.947,3.897,15.0,565,michael harris,kyle hart,,,,,,
2026-07-23,694374,700241,AZ@STL,Inside Breaking Ball Specialist,3.199,3.23,0.994,0.999,1.108,3.677,14.2,602,tim tawa,michael mcgreevy,,,,,,
2026-07-23,680728,700241,AZ@STL,Middle Fastball Crusher (LH),3.024,3.23,0.995,0.999,1.108,3.479,13.5,640,adrian del castillo,michael mcgreevy,,,,,,
2026-07-23,700932,671737,MIN@CLE,Middle Slider Crusher (LH),3.291,3.406,1.006,0.983,0.965,3.461,13.4,644,kyle manzardo,taj bradley,,,,,,
2026-07-23,695600,675512,KC@DET,Middle Fastball Crusher (LH),3.585,3.215,0.999,0.986,0.9,3.305,12.9,677,carter jensen,troy melton,,,,,,
2026-07-23,664034,519242,SD@ATL,Inside Breaking Ball Specialist,4.937,2.19,0.99,1.0,0.9,3.116,12.2,722,ty france,chris sale,,,,,,
2026-07-23,521692,675512,KC@DET,Middle Fastball Crusher,3.399,3.215,0.979,0.986,0.9,3.07,12.0,733,salvador pérez,troy melton,,,,,,
2026-07-23,680700,669456,TB@TOR,Oppo Fastball Hunter (LH),1.854,4.511,1.009,1.0,1.12,3.057,12.0,737,richie palacios,shane bieber,,,,,,
2026-07-23,592518,519242,SD@ATL,Middle Slider Crusher,4.77,2.19,0.991,1.0,0.9,3.013,11.8,748,manny machado,chris sale,,,,,,
2026-07-23,645277,606996,SD@ATL,Middle Fastball Crusher,3.347,2.928,0.991,1.0,0.947,2.974,11.6,759,ozzie albies,kyle hart,,,,,,
2026-07-23,543807,668984,TB@TOR,Middle Fastball Crusher,3.166,2.65,1.009,1.0,1.066,2.92,11.4,774,george springer,casey legumina,,,,,,
2026-07-23,657041,675512,KC@DET,Oppo Fastball Hunter,3.07,3.215,0.999,0.986,0.9,2.83,11.1,801,lane thomas,troy melton,,,,,,
2026-07-23,663586,606996,SD@ATL,High Zone Fastball Hitter,2.964,2.928,1.004,1.0,0.947,2.668,10.5,853,austin riley,kyle hart,,,,,,
2026-07-23,810938,669456,TB@TOR,Middle Slider Crusher,1.595,4.511,1.009,1.0,1.12,2.63,10.4,866,ben williamson,shane bieber,,,,,,
2026-07-23,677587,671737,MIN@CLE,Middle Slider Crusher (LH),2.512,3.406,1.006,0.983,0.965,2.642,10.4,862,brayan rocchio,taj bradley,,,,,,
2026-07-23,672386,668984,TB@TOR,Oppo Fastball Hunter,2.868,2.65,1.004,1.0,1.066,2.632,10.4,865,alejandro kirk,casey legumina,,,,,,
2026-07-23,663457,694297,AZ@STL,Inside Breaking Ball Specialist (LH),2.561,3.128,0.989,0.999,1.001,2.563,10.1,890,lars nootbaar,brandon pfaadt,,,,,,
2026-07-23,686681,675512,KC@DET,Inside Breaking Ball Specialist (LH),2.76,3.215,0.999,0.986,0.9,2.544,10.0,897,michael massey,troy melton,,,,,,
2026-07-23,665877,694297,AZ@STL,Middle Slider Crusher,2.479,3.128,0.998,0.999,1.001,2.503,9.9,913,josé fermín,brandon pfaadt,,,,,,
2026-07-23,657757,519242,SD@ATL,Middle Fastball Crusher (LH),3.842,2.19,1.009,1.0,0.9,2.471,9.8,926,gavin sheets,chris sale,,,,,,
2026-07-23,672275,671737,MIN@CLE,Inside Breaking Ball Specialist (LH),2.351,3.406,1.008,0.983,0.965,2.477,9.8,923,patrick bailey,taj bradley,,,,,,
2026-07-23,642086,606996,SD@ATL,High Zone Fastball Hitter (LH),2.675,2.928,1.002,1.0,0.947,2.403,9.5,954,dominic smith,kyle hart,,,,,,
