date,batter,pitcher,game,arch,hit_hr,pit_hr,park,wx,supp,pa_hr,hr_prob,fair,Batter,Pitcher,slot,pos,gtime,gstart_ms,upcoming,proj
2026-07-20,691026,667755,STL@LAA,Middle Slider Crusher,1.57,2.693,1.003,1.002,1.014,1.4,5.6,1681,masyn winn,josé soriano,,,,,,
2026-07-20,669743,650911,LAD@PHI,Middle Slider Crusher,1.841,2.462,1.008,0.991,0.9,1.324,5.3,1781,alex call,cristopher sánchez,,,,,,
2026-07-20,657136,669358,BAL@BOS,Oppo Fastball Hunter,1.805,2.155,1.044,0.991,1.016,1.328,5.3,1774,connor wong,shane baz,,,,,,
2026-07-20,683146,694819,NYM@MIL,Middle Fastball Crusher (LH),1.902,2.381,0.982,1.0,0.9,1.3,5.2,1814,brett baty,jacob misiorowski,,,,,,
2026-07-20,663538,656427,DET@CHC,Middle Fastball Crusher,1.389,2.614,0.978,1.005,1.013,1.175,4.7,2014,nico hoerner,jack flaherty,,,,,,
2026-07-20,671289,674841,WSH@COL,Oppo Fastball Hunter,1.766,1.823,0.966,1.007,1.013,1.031,4.2,2304,tyler freeman,andrew alvarez,,,,,,
2026-07-20,680700,656302,TB@TOR,Oppo Fastball Hunter (LH),1.88,1.742,1.009,1.0,0.9,0.966,3.9,2462,richie palacios,dylan cease,,,,,,
2026-07-20,663743,656302,TB@TOR,Inside Breaking Ball Specialist,1.627,1.742,1.01,1.0,0.9,0.837,3.4,2852,nick fortes,dylan cease,,,,,,
2026-07-20,670764,656302,TB@TOR,Middle Fastball Crusher (LH),0.93,1.742,1.004,1.0,0.9,0.476,1.9,5066,taylor walls,dylan cease,,,,,,
2026-07-21,665742,687075,NYM@MIL,Middle Fastball Crusher (LH),5.236,3.897,0.982,1.0,1.065,6.899,25.4,294,juan soto,brandon sproat,,,,,,
2026-07-21,670541,663969,MIA@HOU,Inside Breaking Ball Specialist (LH),6.579,2.661,1.005,1.0,1.066,6.059,22.6,342,yordan álvarez,tyler phillips,,,,,,
2026-07-21,665052,837227,MIA@HOU,Middle Fastball Crusher (LH),4.804,3.562,1.004,1.0,1.089,6.046,22.6,343,griffin conine,tatsuya imai,,,,,,
2026-07-21,691406,592332,TB@TOR,Oppo Fastball Hunter,5.873,3.163,1.004,1.0,0.962,5.796,21.7,361,junior caminero,kevin gausman,,,,,,
2026-07-21,695578,547179,WSH@COL,Middle Fastball Crusher (LH),5.321,3.041,0.966,1.007,1.12,5.698,21.4,368,james wood,michael lorenzen,,,,,,
2026-07-21,671277,547179,WSH@COL,Inside Breaking Ball Specialist (LH),5.293,3.041,0.956,1.007,1.12,5.609,21.1,374,luis garcía,michael lorenzen,,,,,,
2026-07-21,621566,621111,SD@ATL,Middle Fastball Crusher (LH),5.363,3.093,1.009,1.0,1.03,5.571,20.9,377,matt olson,walker buehler,,,,,,
2026-07-21,664034,625643,SD@ATL,Inside Breaking Ball Specialist,5.071,3.083,0.99,1.0,1.03,5.152,19.5,413,ty france,reynaldo lópez,,,,,,
2026-07-21,669394,702273,CWS@TEX,Middle Fastball Crusher,4.069,3.309,1.006,1.0,1.12,4.903,18.6,437,jake burger,noah schultz,,,,,,
2026-07-21,686948,621111,SD@ATL,Oppo Fastball Hunter (LH),4.741,3.093,1.0,1.0,1.03,4.881,18.6,439,drake baldwin,walker buehler,,,,,,
2026-07-21,656941,680736,LAD@PHI,Middle Slider Crusher (LH),6.651,2.298,1.006,0.991,0.99,4.874,18.5,440,kyle schwarber,justin wrobleski,,,,,,
2026-07-21,668709,622491,CIN@SEA,Middle Fastball Crusher (LH),4.682,3.076,1.0,1.0,1.035,4.819,18.3,446,jj bleday,luis castillo,,,,,,
2026-07-21,678246,677958,CWS@TEX,Middle Fastball Crusher,4.518,3.082,1.006,1.0,1.053,4.767,18.1,451,miguel vargas,kumar rocker,,,,,,
2026-07-21,671739,621111,SD@ATL,Middle Fastball Crusher (LH),4.386,3.093,1.009,1.0,1.03,4.556,17.4,475,michael harris,walker buehler,,,,,,
2026-07-21,592518,625643,SD@ATL,Middle Slider Crusher,4.483,3.083,0.991,1.0,1.03,4.559,17.4,474,manny machado,reynaldo lópez,,,,,,
2026-07-21,624585,669461,STL@LAA,Middle Fastball Crusher,3.291,3.83,1.003,1.002,1.103,4.516,17.3,479,jorge soler,matthew liberatore,,,,,,
2026-07-21,666176,669461,STL@LAA,Middle Slider Crusher,3.305,3.83,1.003,1.002,1.103,4.535,17.3,477,jo adell,matthew liberatore,,,,,,
2026-07-21,606466,678022,ATH@AZ,Inside Breaking Ball Specialist,3.999,3.536,1.0,1.0,0.988,4.517,17.3,479,ketel marte,jack perkins,,,,,,
2026-07-21,693307,656849,DET@CHC,Middle Slider Crusher,4.952,2.554,0.978,1.005,1.111,4.463,17.1,486,dillon dingler,david peterson,,,,,,
2026-07-21,669065,837227,MIA@HOU,Middle Slider Crusher (LH),3.555,3.562,1.004,1.0,1.089,4.474,17.1,484,kyle stowers,tatsuya imai,,,,,,
2026-07-21,695506,641816,SF@KC,Middle Fastball Crusher (LH),4.064,3.41,1.0,1.0,0.999,4.476,17.1,484,jac caglianone,tyler mahle,,,,,,
2026-07-21,621439,800048,MIN@CLE,Oppo Fastball Hunter,6.269,2.461,1.006,0.983,0.9,4.438,17.0,489,byron buxton,parker messick,,,,,,
2026-07-21,672960,656876,TB@TOR,Oppo Fastball Hunter,4.954,3.07,1.004,1.0,0.9,4.442,17.0,488,kazuma okamoto,drew rasmussen,,,,,,
2026-07-21,701398,622491,CIN@SEA,Middle Fastball Crusher,4.288,3.076,1.002,1.0,1.035,4.422,16.9,491,sal stewart,luis castillo,,,,,,
2026-07-21,663993,622491,CIN@SEA,Oppo Fastball Hunter (LH),4.168,3.076,1.0,1.0,1.035,4.29,16.5,508,nathaniel lowe,luis castillo,,,,,,
2026-07-21,572233,663969,MIA@HOU,Middle Slider Crusher,4.5,2.661,1.034,1.0,1.066,4.264,16.4,511,christian walker,tyler phillips,,,,,,
2026-07-21,682829,622491,CIN@SEA,Middle Fastball Crusher,4.115,3.076,1.002,1.0,1.035,4.244,16.3,514,elly de la cruz,luis castillo,,,,,,
2026-07-21,686527,695505,CIN@SEA,Middle Slider Crusher (LH),4.835,2.956,1.0,1.0,0.9,4.157,16.0,526,dominic canzone,chase burns,,,,,,
2026-07-21,670042,695505,CIN@SEA,Middle Fastball Crusher (LH),4.81,2.956,1.0,1.0,0.9,4.136,15.9,529,luke raley,chase burns,,,,,,
2026-07-21,657757,625643,SD@ATL,Middle Fastball Crusher (LH),3.893,3.083,1.009,1.0,1.03,4.031,15.5,544,gavin sheets,reynaldo lópez,,,,,,
2026-07-21,553993,622491,CIN@SEA,Middle Slider Crusher,3.909,3.076,1.002,1.0,1.035,4.031,15.5,544,eugenio suárez,luis castillo,,,,,,
2026-07-21,660271,554430,LAD@PHI,Middle Fastball Crusher (LH),4.718,2.899,1.006,0.991,0.9,3.966,15.3,554,shohei ohtani,zack wheeler,,,,,,
2026-07-21,571970,554430,LAD@PHI,Oppo Fastball Hunter (LH),4.62,2.899,1.013,0.991,0.9,3.911,15.1,563,max muncy,zack wheeler,,,,,,
2026-07-21,679529,656849,DET@CHC,Middle Fastball Crusher,4.274,2.554,0.978,1.005,1.111,3.852,14.9,572,spencer torkelson,david peterson,,,,,,
2026-07-21,682622,622491,CIN@SEA,Inside Breaking Ball Specialist,3.707,3.076,1.002,1.0,1.035,3.823,14.8,577,noelvi marte,luis castillo,,,,,,
2026-07-21,642715,679883,SF@KC,Middle Fastball Crusher,4.2,2.654,1.0,1.0,1.065,3.835,14.8,575,willy adames,luinder avila,,,,,,
2026-07-21,695600,641816,SF@KC,Middle Fastball Crusher (LH),3.439,3.41,1.0,1.0,0.999,3.788,14.6,583,carter jensen,tyler mahle,,,,,,
2026-07-21,694374,678022,ATH@AZ,Inside Breaking Ball Specialist,3.339,3.536,1.0,1.0,0.988,3.772,14.6,586,tim tawa,jack perkins,,,,,,
2026-07-21,682998,678022,ATH@AZ,Oppo Fastball Hunter (LH),3.342,3.536,1.0,1.0,0.988,3.775,14.6,585,corbin carroll,jack perkins,,,,,,
2026-07-21,543760,687075,NYM@MIL,Middle Fastball Crusher,2.831,3.897,0.99,1.0,1.065,3.76,14.5,588,marcus semien,brandon sproat,,,,,,
2026-07-21,672724,669461,STL@LAA,Inside Breaking Ball Specialist,2.665,3.83,1.004,1.002,1.103,3.661,14.2,605,oswald peraza,matthew liberatore,,,,,,
2026-07-21,521692,641816,SF@KC,Middle Fastball Crusher,3.258,3.41,1.0,1.0,0.999,3.588,13.9,619,salvador pérez,tyler mahle,,,,,,
2026-07-21,677649,702273,CWS@TEX,Middle Fastball Crusher,2.975,3.309,1.006,1.0,1.12,3.585,13.9,619,ezequiel duran,noah schultz,,,,,,
2026-07-21,605141,554430,LAD@PHI,Inside Breaking Ball Specialist,4.21,2.899,1.008,0.991,0.9,3.546,13.8,627,mookie betts,zack wheeler,,,,,,
2026-07-21,645277,621111,SD@ATL,Middle Fastball Crusher,3.409,3.093,0.991,1.0,1.03,3.478,13.5,640,ozzie albies,walker buehler,,,,,,
2026-07-21,657041,641816,SF@KC,Oppo Fastball Hunter,3.131,3.41,1.0,1.0,0.999,3.449,13.4,646,lane thomas,tyler mahle,,,,,,
2026-07-21,643217,677958,CWS@TEX,High Zone Fastball Hitter (LH),3.249,3.082,1.002,1.0,1.053,3.415,13.3,653,andrew benintendi,kumar rocker,,,,,,
2026-07-21,656775,592332,TB@TOR,Middle Slider Crusher (LH),3.469,3.163,1.004,1.0,0.962,3.424,13.3,651,cedric mullins,kevin gausman,,,,,,
2026-07-21,673357,687075,NYM@MIL,Inside Breaking Ball Specialist,2.573,3.897,0.98,1.0,1.065,3.383,13.2,660,luis robert,brandon sproat,,,,,,
2026-07-21,547180,680736,LAD@PHI,Middle Fastball Crusher (LH),4.534,2.298,1.006,0.991,0.99,3.322,12.9,673,bryce harper,justin wrobleski,,,,,,
2026-07-21,666182,687075,NYM@MIL,Middle Fastball Crusher,2.489,3.897,0.99,1.0,1.065,3.306,12.9,677,bo bichette,brandon sproat,,,,,,
2026-07-21,665019,800048,MIN@CLE,Middle Fastball Crusher (LH),4.649,2.461,1.006,0.983,0.9,3.291,12.8,680,kody clemens,parker messick,,,,,,
2026-07-21,514888,663969,MIA@HOU,Middle Fastball Crusher,3.453,2.661,1.034,1.0,1.066,3.272,12.8,684,josé altuve,tyler phillips,,,,,,
2026-07-21,664023,664285,DET@CHC,Middle Fastball Crusher,4.051,2.527,0.978,1.005,0.998,3.246,12.7,690,ian happ,framber valdez,,,,,,
2026-07-21,621020,664285,DET@CHC,Middle Fastball Crusher,3.99,2.527,0.978,1.005,0.998,3.197,12.5,702,dansby swanson,framber valdez,,,,,,
2026-07-21,696285,547179,WSH@COL,Middle Fastball Crusher,3.005,3.041,0.963,1.007,1.12,3.208,12.5,699,jacob young,michael lorenzen,,,,,,
2026-07-21,656537,680736,LAD@PHI,Inside Breaking Ball Specialist,4.322,2.298,1.008,0.991,0.99,3.173,12.4,707,derek hill,justin wrobleski,,,,,,
2026-07-21,671218,679883,SF@KC,Inside Breaking Ball Specialist,3.455,2.654,1.0,1.0,1.065,3.155,12.3,712,heliot ramos,luinder avila,,,,,,
2026-07-21,682985,656849,DET@CHC,Oppo Fastball Hunter (LH),3.478,2.554,0.978,1.005,1.111,3.135,12.2,717,riley greene,david peterson,,,,,,
2026-07-21,663586,621111,SD@ATL,High Zone Fastball Hitter,3.016,3.093,1.004,1.0,1.03,3.118,12.2,721,austin riley,walker buehler,,,,,,
2026-07-21,686681,641816,SF@KC,Inside Breaking Ball Specialist (LH),2.819,3.41,1.0,1.0,0.999,3.105,12.1,724,michael massey,tyler mahle,,,,,,
2026-07-21,701538,625643,SD@ATL,Middle Fastball Crusher (LH),2.954,3.083,1.009,1.0,1.03,3.059,12.0,736,jackson merrill,reynaldo lópez,,,,,,
2026-07-21,650490,592332,TB@TOR,Oppo Fastball Hunter,3.112,3.163,1.004,1.0,0.962,3.071,12.0,733,yandy díaz,kevin gausman,,,,,,
2026-07-21,672640,837227,MIA@HOU,Middle Fastball Crusher,2.354,3.562,1.034,1.0,1.089,3.051,11.9,738,otto lopez,tatsuya imai,,,,,,
2026-07-21,677588,547179,WSH@COL,Middle Fastball Crusher (LH),2.793,3.041,0.966,1.007,1.12,2.991,11.7,754,josé tena,michael lorenzen,,,,,,
2026-07-21,673962,702273,CWS@TEX,Middle Fastball Crusher,2.473,3.309,1.006,1.0,1.12,2.98,11.7,757,josh jung,noah schultz,,,,,,
2026-07-21,665161,663969,MIA@HOU,Middle Fastball Crusher,3.087,2.661,1.034,1.0,1.066,2.925,11.5,773,jeremy peña,tyler phillips,,,,,,
2026-07-21,681351,669461,STL@LAA,Oppo Fastball Hunter,2.136,3.83,1.006,1.002,1.103,2.94,11.5,768,logan o'hoppe,matthew liberatore,,,,,,
2026-07-21,543807,656876,TB@TOR,Middle Fastball Crusher,3.227,3.07,1.009,1.0,0.9,2.908,11.4,778,george springer,drew rasmussen,,,,,,
2026-07-21,680777,800048,MIN@CLE,Middle Fastball Crusher,4.067,2.461,1.015,0.983,0.9,2.905,11.4,778,ryan jeffers,parker messick,,,,,,
2026-07-21,695734,547179,WSH@COL,Inside Breaking Ball Specialist (LH),2.725,3.041,0.956,1.007,1.12,2.888,11.3,783,daylen lile,michael lorenzen,,,,,,
2026-07-21,518692,554430,LAD@PHI,Middle Fastball Crusher (LH),3.434,2.899,1.006,0.991,0.9,2.887,11.3,784,freddie freeman,zack wheeler,,,,,,
2026-07-21,663728,695505,CIN@SEA,Middle Slider Crusher,3.281,2.956,1.002,1.0,0.9,2.827,11.1,802,cal raleigh,chase burns,,,,,,
2026-07-21,643289,621111,SD@ATL,Oppo Fastball Hunter,2.694,3.093,1.009,1.0,1.03,2.799,11.0,810,mauricio dubón,walker buehler,,,,,,
2026-07-21,668670,656849,DET@CHC,Middle Fastball Crusher,2.997,2.554,0.978,1.005,1.111,2.701,10.6,842,jake rogers,david peterson,,,,,,
2026-07-21,691023,700712,STL@LAA,Middle Fastball Crusher,4.815,1.913,1.003,1.002,0.9,2.693,10.6,844,jordan walker,walbert ureña,,,,,,
2026-07-21,543877,663969,MIA@HOU,Middle Slider Crusher,2.775,2.661,1.034,1.0,1.066,2.63,10.3,866,christian vázquez,tyler phillips,,,,,,
2026-07-21,593428,625643,SD@ATL,Middle Fastball Crusher,2.532,3.083,0.991,1.0,1.03,2.575,10.1,886,xander bogaerts,reynaldo lópez,,,,,,
2026-07-21,678489,678022,ATH@AZ,Middle Fastball Crusher,2.249,3.536,1.0,1.0,0.988,2.54,10.0,899,jorge barrosa,jack perkins,,,,,,
2026-07-21,666211,663969,MIA@HOU,Oppo Fastball Hunter (LH),2.696,2.661,1.025,1.0,1.066,2.532,10.0,902,taylor trammell,tyler phillips,,,,,,
2026-07-21,668904,800048,MIN@CLE,Middle Fastball Crusher,3.534,2.461,1.015,0.983,0.9,2.524,10.0,905,royce lewis,parker messick,,,,,,
2026-07-21,620443,687075,NYM@MIL,Middle Fastball Crusher,1.885,3.897,0.99,1.0,1.065,2.504,9.9,913,luis torrens,brandon sproat,,,,,,
2026-07-21,679845,641816,SF@KC,Oppo Fastball Hunter,2.255,3.41,1.0,1.0,0.999,2.484,9.8,921,nick loftin,tyler mahle,,,,,,
2026-07-21,686469,641816,SF@KC,Middle Slider Crusher (LH),2.243,3.41,1.0,1.0,0.999,2.471,9.7,926,vinnie pasquantino,tyler mahle,,,,,,
2026-07-21,668227,695505,CIN@SEA,Oppo Fastball Hunter,2.846,2.956,1.0,1.0,0.9,2.447,9.7,935,randy arozarena,chase burns,,,,,,
2026-07-21,607208,680736,LAD@PHI,Middle Fastball Crusher,3.203,2.298,1.008,0.991,0.99,2.352,9.3,976,trea turner,justin wrobleski,,,,,,
2026-07-21,630105,625643,SD@ATL,Oppo Fastball Hunter (LH),2.275,3.083,1.0,1.0,1.03,2.335,9.2,983,jake cronenworth,reynaldo lópez,,,,,,
2026-07-21,691594,837227,MIA@HOU,Middle Fastball Crusher,1.771,3.562,1.034,1.0,1.089,2.296,9.1,1001,javier sanoja,tatsuya imai,,,,,,
2026-07-21,605137,800048,MIN@CLE,Middle Fastball Crusher (LH),3.264,2.461,1.006,0.983,0.9,2.311,9.1,994,josh bell,parker messick,,,,,,
2026-07-21,669364,837227,MIA@HOU,Middle Fastball Crusher (LH),1.779,3.562,1.004,1.0,1.089,2.239,8.9,1028,xavier edwards,tatsuya imai,,,,,,
2026-07-21,664761,680736,LAD@PHI,Oppo Fastball Hunter,3.057,2.298,1.006,0.991,0.99,2.24,8.9,1027,alec bohm,justin wrobleski,,,,,,
2026-07-21,664770,656876,TB@TOR,Oppo Fastball Hunter (LH),2.482,3.07,1.009,1.0,0.9,2.236,8.9,1029,nathan lukes,drew rasmussen,,,,,,
2026-07-21,624641,680736,LAD@PHI,Middle Fastball Crusher,3.036,2.298,1.008,0.991,0.99,2.229,8.8,1033,edmundo sosa,justin wrobleski,,,,,,
2026-07-21,650402,656849,DET@CHC,Middle Fastball Crusher,2.448,2.554,0.978,1.005,1.111,2.206,8.7,1044,gleyber torres,david peterson,,,,,,
2026-07-21,662139,656876,TB@TOR,Oppo Fastball Hunter (LH),2.418,3.07,1.009,1.0,0.9,2.179,8.6,1058,daulton varsho,drew rasmussen,,,,,,
2026-07-21,665926,656876,TB@TOR,Middle Slider Crusher (LH),2.418,3.07,1.004,1.0,0.9,2.168,8.6,1064,andrés giménez,drew rasmussen,,,,,,
2026-07-21,516782,641816,SF@KC,Middle Fastball Crusher,1.924,3.41,1.0,1.0,0.999,2.119,8.4,1089,starling marte,tyler mahle,,,,,,
2026-07-21,805300,837227,MIA@HOU,Middle Slider Crusher (LH),1.669,3.562,1.004,1.0,1.089,2.101,8.3,1100,jakob marsee,tatsuya imai,,,,,,
2026-07-21,608348,664285,DET@CHC,Inside Breaking Ball Specialist,2.556,2.527,0.961,1.005,0.998,2.012,8.0,1150,carson kelly,framber valdez,,,,,,
2026-07-21,663837,656849,DET@CHC,Oppo Fastball Hunter,2.211,2.554,0.976,1.005,1.111,1.989,7.9,1165,matt vierling,david peterson,,,,,,
2026-07-21,608324,664285,DET@CHC,Oppo Fastball Hunter,2.406,2.527,0.976,1.005,0.998,1.924,7.7,1206,alex bregman,framber valdez,,,,,,
2026-07-21,605170,800048,MIN@CLE,Middle Slider Crusher (LH),2.705,2.461,1.006,0.983,0.9,1.915,7.6,1212,víctor caratini,parker messick,,,,,,
2026-07-21,663743,592332,TB@TOR,Inside Breaking Ball Specialist,1.896,3.163,1.01,1.0,0.962,1.882,7.5,1234,nick fortes,kevin gausman,,,,,,
2026-07-21,682668,677958,CWS@TEX,Middle Fastball Crusher,1.659,3.082,1.006,1.0,1.053,1.75,7.0,1332,luisangel acuña,kumar rocker,,,,,,
2026-07-21,663656,554430,LAD@PHI,Middle Fastball Crusher (LH),2.08,2.899,1.006,0.991,0.9,1.749,7.0,1333,kyle tucker,zack wheeler,,,,,,
2026-07-21,665489,656876,TB@TOR,Oppo Fastball Hunter,1.854,3.07,1.004,1.0,0.9,1.662,6.6,1406,vladimir guerrero,drew rasmussen,,,,,,
2026-07-21,810938,592332,TB@TOR,Middle Slider Crusher,1.628,3.163,1.009,1.0,0.962,1.615,6.5,1449,ben williamson,kevin gausman,,,,,,
2026-07-21,669743,554430,LAD@PHI,Middle Slider Crusher,1.834,2.899,1.008,0.991,0.9,1.545,6.2,1517,alex call,zack wheeler,,,,,,
2026-07-21,671056,700712,STL@LAA,Middle Slider Crusher,2.613,1.913,1.003,1.002,0.9,1.461,5.9,1607,iván herrera,walbert ureña,,,,,,
2026-07-21,663457,700712,STL@LAA,Inside Breaking Ball Specialist (LH),2.602,1.913,1.002,1.002,0.9,1.454,5.8,1616,lars nootbaar,walbert ureña,,,,,,
2026-07-21,645302,695505,CIN@SEA,High Zone Fastball Hitter,1.593,2.956,1.004,1.0,0.9,1.375,5.5,1712,víctor robles,chase burns,,,,,,
2026-07-21,683083,547179,WSH@COL,Middle Fastball Crusher,1.066,3.041,0.963,1.007,1.12,1.138,4.6,2082,nasim nuñez,michael lorenzen,,,,,,
2026-07-21,663538,664285,DET@CHC,Middle Fastball Crusher,1.38,2.527,0.978,1.005,0.998,1.106,4.5,2144,nico hoerner,framber valdez,,,,,,
2026-07-21,650859,625643,SD@ATL,Middle Slider Crusher,1.095,3.083,0.991,1.0,1.03,1.114,4.5,2128,luis rengifo,reynaldo lópez,,,,,,
2026-07-21,807712,800048,MIN@CLE,Oppo Fastball Hunter,1.584,2.461,1.006,0.983,0.9,1.121,4.5,2113,luke keaschall,parker messick,,,,,,
2026-07-21,668885,800048,MIN@CLE,Middle Fastball Crusher,1.414,2.461,1.015,0.983,0.9,1.01,4.1,2353,austin martin,parker messick,,,,,,
2026-07-21,670764,592332,TB@TOR,Middle Fastball Crusher (LH),0.926,3.163,1.004,1.0,0.962,0.914,3.7,2607,taylor walls,kevin gausman,,,,,,
2026-07-21,691026,700712,STL@LAA,Middle Slider Crusher,1.564,1.913,1.003,1.002,0.9,0.875,3.5,2727,masyn winn,walbert ureña,,,,,,
2026-07-22,656941,641778,LAD@PHI,Middle Slider Crusher (LH),6.603,4.757,1.006,0.991,1.075,10.877,37.6,166,kyle schwarber,eric lauer,,,,,,
2026-07-22,575929,665152,BAL@BOS,Middle Slider Crusher,5.132,5.371,1.037,0.991,1.069,9.784,34.4,190,willson contreras,dean kremer,,,,,,
2026-07-22,669127,518876,ATH@AZ,Middle Fastball Crusher,5.04,4.391,1.0,1.0,1.12,8.011,29.0,245,shea langeliers,merrill kelly,,,,,,
2026-07-22,670042,663903,CIN@SEA,Middle Fastball Crusher (LH),4.786,4.429,1.0,1.0,1.096,7.512,27.4,265,luke raley,brady singer,,,,,,
2026-07-22,686527,663903,CIN@SEA,Middle Slider Crusher (LH),4.774,4.429,1.0,1.0,1.096,7.493,27.3,266,dominic canzone,brady singer,,,,,,
2026-07-22,547180,641778,LAD@PHI,Middle Fastball Crusher (LH),4.501,4.757,1.006,0.991,1.075,7.414,27.1,269,bryce harper,eric lauer,,,,,,
2026-07-22,571970,605400,LAD@PHI,Oppo Fastball Hunter (LH),4.792,4.584,1.013,0.991,0.997,7.107,26.1,283,max muncy,aaron nola,,,,,,
2026-07-22,656537,641778,LAD@PHI,Inside Breaking Ball Specialist,4.275,4.757,1.008,0.991,1.075,7.056,25.9,286,derek hill,eric lauer,,,,,,
2026-07-22,660271,605400,LAD@PHI,Middle Fastball Crusher (LH),4.684,4.584,1.006,0.991,0.997,6.899,25.4,294,shohei ohtani,aaron nola,,,,,,
2026-07-22,677800,665152,BAL@BOS,Inside Breaking Ball Specialist (LH),3.446,5.371,1.059,0.991,1.069,6.709,24.8,304,wilyer abreu,dean kremer,,,,,,
2026-07-22,700250,656605,PIT@NYY,Middle Fastball Crusher (LH),6.255,2.975,1.011,0.982,1.114,6.654,24.6,307,ben rice,mitch keller,,,,,,
2026-07-22,691016,518876,ATH@AZ,Middle Fastball Crusher (LH),4.015,4.391,1.0,1.0,1.12,6.382,23.7,322,tyler soderstrom,merrill kelly,,,,,,
2026-07-22,641680,518876,ATH@AZ,Middle Slider Crusher (LH),3.985,4.391,1.0,1.0,1.12,6.334,23.5,325,jonah heim,merrill kelly,,,,,,
2026-07-22,605141,605400,LAD@PHI,Inside Breaking Ball Specialist,4.178,4.584,1.008,0.991,0.997,6.166,23.0,335,mookie betts,aaron nola,,,,,,
2026-07-22,680776,665152,BAL@BOS,Middle Fastball Crusher (LH),3.22,5.371,1.044,0.991,1.069,6.18,23.0,334,jarren duran,dean kremer,,,,,,
2026-07-22,693307,607067,DET@CHC,Middle Slider Crusher,5.112,3.323,0.978,1.005,1.118,6.032,22.5,344,dillon dingler,colin rea,,,,,,
2026-07-22,677594,663903,CIN@SEA,Middle Fastball Crusher,3.641,4.429,1.002,1.0,1.096,5.726,21.5,366,julio rodríguez,brady singer,,,,,,
2026-07-22,702332,665152,BAL@BOS,Middle Fastball Crusher,2.994,5.371,1.037,0.991,1.069,5.708,21.4,367,caleb durbin,dean kremer,,,,,,
2026-07-22,691406,680755,TB@TOR,Oppo Fastball Hunter,5.811,3.04,1.004,1.0,0.945,5.416,20.4,390,junior caminero,braydon fisher,,,,,,
2026-07-22,681481,607067,DET@CHC,Middle Fastball Crusher (LH),4.566,3.323,0.976,1.005,1.118,5.377,20.3,393,kerry carpenter,colin rea,,,,,,
2026-07-22,607208,641778,LAD@PHI,Middle Fastball Crusher,3.18,4.757,1.008,0.991,1.075,5.249,19.8,404,trea turner,eric lauer,,,,,,
2026-07-22,670541,645261,MIA@HOU,Inside Breaking Ball Specialist (LH),6.533,2.593,1.005,1.0,0.938,5.163,19.5,412,yordan álvarez,sandy alcántara,,,,,,
2026-07-22,663728,663903,CIN@SEA,Middle Slider Crusher,3.25,4.429,1.002,1.0,1.096,5.111,19.4,417,cal raleigh,brady singer,,,,,,
2026-07-22,700250,696149,PIT@NYY,Middle Fastball Crusher (LH),6.255,2.564,1.011,0.982,0.991,5.102,19.3,417,ben rice,bubba chandler,,,,,,
2026-07-22,664034,527048,SD@ATL,Inside Breaking Ball Specialist,5.004,3.031,0.99,1.0,1.041,5.05,19.1,422,ty france,martín pérez,,,,,,
2026-07-22,518692,605400,LAD@PHI,Middle Fastball Crusher (LH),3.409,4.584,1.006,0.991,0.997,5.021,19.0,425,freddie freeman,aaron nola,,,,,,
2026-07-22,664761,641778,LAD@PHI,Oppo Fastball Hunter,3.033,4.757,1.006,0.991,1.075,4.996,19.0,428,alec bohm,eric lauer,,,,,,
2026-07-22,679529,607067,DET@CHC,Middle Fastball Crusher,4.241,3.323,0.978,1.005,1.118,5.004,19.0,427,spencer torkelson,colin rea,,,,,,
2026-07-22,624641,641778,LAD@PHI,Middle Fastball Crusher,2.994,4.757,1.008,0.991,1.075,4.942,18.8,433,edmundo sosa,eric lauer,,,,,,
2026-07-22,664040,543037,PIT@NYY,Middle Fastball Crusher (LH),4.611,3.59,1.011,0.982,0.919,4.88,18.5,439,brandon lowe,gerrit cole,,,,,,
2026-07-22,592518,527048,SD@ATL,Middle Slider Crusher,4.815,3.031,0.991,1.0,1.041,4.864,18.5,441,manny machado,martín pérez,,,,,,
2026-07-22,642715,607625,SF@KC,Middle Fastball Crusher,4.168,3.148,1.0,1.0,1.12,4.75,18.1,453,willy adames,seth lugo,,,,,,
2026-07-22,696100,676917,WSH@COL,Middle Fastball Crusher,6.767,2.259,0.963,1.007,0.991,4.747,18.1,453,hunter goodman,cade cavalli,,,,,,
2026-07-22,666126,518876,ATH@AZ,Middle Slider Crusher (LH),2.959,4.391,1.0,1.0,1.12,4.703,17.9,458,carlos cortes,merrill kelly,,,,,,
2026-07-22,668709,676106,CIN@SEA,Middle Fastball Crusher (LH),4.649,3.076,1.0,1.0,1.011,4.674,17.8,461,jj bleday,emerson hancock,,,,,,
2026-07-22,665019,677944,MIN@CLE,Middle Fastball Crusher (LH),4.61,3.042,1.006,0.983,1.037,4.647,17.7,464,kody clemens,slade cecconi,,,,,,
2026-07-22,621566,650633,SD@ATL,Middle Fastball Crusher (LH),5.315,2.539,1.009,1.0,1.042,4.585,17.5,471,matt olson,mike king,,,,,,
2026-07-22,575929,680694,BAL@BOS,Middle Slider Crusher,5.132,2.755,1.037,0.991,0.956,4.49,17.2,482,willson contreras,kyle bradish,,,,,,
2026-07-22,606192,605400,LAD@PHI,Middle Fastball Crusher,3.035,4.584,1.008,0.991,0.997,4.479,17.1,484,teoscar hernández,aaron nola,,,,,,
